# The text every study page drew before the families migrated
#
# Recorded from commit a0c8900 - the atlas as 1.11.0 shipped it, with
# each family placing its own labels - by a dump of the three passes'
# own decisions: the star pass's placements, the deep-sky labels at
# their published bounds, and the constellation names on their
# anchors. It is frozen evidence and no target regenerates it: the
# code that produced it is not checked out any more.
#
# One line per drawn label: page, family, catalogue id, box x, y,
# width, height, and the text. Boxes are measured text, so this is a
# fact about the machine that recorded it (macOS 15.5, aarch64,
# Homebrew OpenJDK 21) as well as about the atlas.
#
# juranometria.tool.labels.LabelStudyMain reads it to report what the
# migration changed, page by page.
orion-36	deep sky	NGC 2168	231.76	-291.25	30.00	14.00	M 35
orion-36	constellation	Eri	725.09	442.48	62.00	15.00	ERIDANUS
orion-36	constellation	Gem	-21.74	-13.00	45.00	15.00	GEMINI
orion-36	constellation	Lep	529.88	677.38	38.00	15.00	LEPUS
orion-36	constellation	Mon	39.46	316.34	79.00	15.00	MONOCEROS
orion-36	constellation	Ori	442.37	231.39	42.00	15.00	ORION
orion-42	star	TYC 5331-1752-1	545.49	512.96	40.00	14.00	Rigel β
orion-42	star	TYC 129-1873-1	337.03	190.32	72.00	14.00	Betelgeuse α
orion-42	star	TYC 113-1856-1	490.70	212.99	56.00	14.00	Bellatrix γ
orion-42	star	TYC 4766-2450-1	433.97	368.10	52.00	14.00	Alnilam ε
orion-42	star	TYC 4771-1188-1	410.63	383.29	51.00	14.00	Alnitak ζ
orion-42	star	TYC 5351-760-1	374.66	543.72	42.00	14.00	Saiph κ
orion-42	star	TYC 4766-2445-1	455.21	349.62	54.00	14.00	Mintaka δ
orion-42	star	TYC 4759-1671-1	579.08	448.42	11.00	14.00	β
orion-42	star	TYC 96-1462-1	673.04	197.91	18.00	14.00	π³
orion-42	star	TYC 5902-1721-1	552.65	685.38	11.00	14.00	μ
orion-42	star	TYC 754-2356-1	66.65	60.77	10.00	14.00	ξ
orion-42	star	TYC 1265-1172-1	787.32	-2.94	16.00	14.00	θ²
orion-42	deep sky	NGC 1976	446.48	454.11	30.00	14.00	M 42
orion-42	deep sky	NGC 1982	437.54	451.59	30.00	14.00	M 43
orion-42	deep sky	NGC 2168	265.73	-193.78	30.00	14.00	M 35
orion-42	constellation	CMa	-34.41	640.88	81.00	15.00	CANIS MAJOR
orion-42	constellation	Eri	718.79	443.57	62.00	15.00	ERIDANUS
orion-42	constellation	Gem	57.87	21.68	45.00	15.00	GEMINI
orion-42	constellation	Lep	431.21	653.43	38.00	15.00	LEPUS
orion-42	constellation	Mon	70.87	328.21	79.00	15.00	MONOCEROS
orion-42	constellation	Ori	434.99	227.11	42.00	15.00	ORION
orion-42	constellation	Tau	810.14	2.46	50.00	15.00	TAURUS
orion-60	star	TYC 5949-2777-1	191.65	596.45	45.00	14.00	Sirius α
orion-60	star	TYC 5331-1752-1	519.68	464.08	40.00	14.00	Rigel β
orion-60	star	TYC 129-1873-1	371.34	234.52	72.00	14.00	Betelgeuse α
orion-60	star	TYC 1266-1416-1	657.89	96.24	70.00	14.00	Aldebaran α
orion-60	star	TYC 113-1856-1	480.64	250.32	56.00	14.00	Bellatrix γ
orion-60	star	TYC 4766-2450-1	440.09	361.12	52.00	14.00	Alnilam ε
orion-60	star	TYC 5938-2918-1	273.62	612.02	53.00	14.00	Mirzam β
orion-60	star	TYC 1329-1746-1	218.11	96.56	50.00	14.00	Alhena γ
orion-60	star	TYC 5351-760-1	398.05	485.72	42.00	14.00	Saiph κ
orion-60	star	TYC 5920-1685-1	452.57	606.83	12.00	14.00	α
orion-60	star	TYC 4759-1671-1	543.49	418.30	11.00	14.00	β
orion-60	star	TYC 5928-1657-1	468.37	651.13	11.00	14.00	β
orion-60	star	TYC 764-2774-1	26.46	213.83	11.00	14.00	β
orion-60	star	TYC 1878-1429-1	275.07	5.23	11.00	14.00	μ
orion-60	star	TYC 1310-2697-1	435.06	30.03	11.00	14.00	ζ
orion-60	star	TYC 5311-1285-1	799.12	550.87	10.00	14.00	γ
orion-60	star	TYC 5913-1374-1	548.45	676.67	9.00	14.00	ε
orion-60	star	TYC 96-1462-1	609.25	240.49	18.00	14.00	π³
orion-60	star	TYC 5902-1721-1	523.38	583.00	11.00	14.00	μ
orion-60	star	TYC 754-2356-1	187.57	148.83	10.00	14.00	ξ
orion-60	star	TYC 1877-1716-1	303.58	6.51	11.00	14.00	η
orion-60	star	TYC 662-1546-1	789.69	152.32	10.00	14.00	λ
orion-60	deep sky	Mel022	842.39	-33.47	30.00	14.00	M 45
orion-60	deep sky	NGC 1976	448.36	422.55	30.00	14.00	M 42
orion-60	deep sky	NGC 2548	-160.19	439.25	30.00	14.00	M 48
orion-60	constellation	CMa	123.67	593.23	81.00	15.00	CANIS MAJOR
orion-60	constellation	CMi	-30.04	218.63	81.00	15.00	CANIS MINOR
orion-60	constellation	Eri	714.75	477.19	62.00	15.00	ERIDANUS
orion-60	constellation	Gem	127.30	44.68	45.00	15.00	GEMINI
orion-60	constellation	Lep	447.01	604.75	38.00	15.00	LEPUS
orion-60	constellation	Mon	129.01	337.25	79.00	15.00	MONOCEROS
orion-60	constellation	Ori	422.49	239.98	42.00	15.00	ORION
orion-60	constellation	Tau	681.26	118.42	50.00	15.00	TAURUS
orion-90	star	TYC 5949-2777-1	285.00	507.13	45.00	14.00	Sirius α
orion-90	star	TYC 5331-1752-1	497.19	421.50	40.00	14.00	Rigel β
orion-90	star	TYC 187-2184-1	146.95	289.88	59.00	14.00	Procyon α
orion-90	star	TYC 129-1873-1	401.22	273.00	72.00	14.00	Betelgeuse α
orion-90	star	TYC 1266-1416-1	586.53	183.55	70.00	14.00	Aldebaran α
orion-90	star	TYC 1920-2194-1	152.44	49.71	47.00	14.00	Pollux β
orion-90	star	TYC 1859-1470-1	468.18	66.46	47.00	14.00	Elnath β
orion-90	star	TYC 4766-2450-1	445.54	354.90	52.00	14.00	Alnilam ε
orion-90	star	TYC 6532-5001-1	236.88	609.18	47.00	14.00	Wezen δ
orion-90	star	TYC 2457-2407-1	183.69	11.85	51.00	14.00	Castor α
orion-90	star	TYC 5938-2918-1	337.82	517.20	53.00	14.00	Mirzam β
orion-90	star	TYC 1329-1746-1	301.90	183.76	50.00	14.00	Alhena γ
orion-90	star	TYC 5351-760-1	418.29	435.50	42.00	14.00	Saiph κ
orion-90	star	TYC 58-1618-1	822.71	300.26	12.00	14.00	α
orion-90	star	TYC 5920-1685-1	453.49	513.84	12.00	14.00	α
orion-90	star	TYC 7064-1357-1	438.73	676.50	12.00	14.00	α
orion-90	star	TYC 2391-1446-1	530.86	18.26	8.00	14.00	ι
orion-90	star	TYC 4759-1671-1	512.28	391.89	11.00	14.00	β
orion-90	star	TYC 6555-3245-1	91.47	605.08	11.00	14.00	ρ
orion-90	star	TYC 5928-1657-1	463.67	542.50	11.00	14.00	β
orion-90	star	TYC 1800-2202-1	695.08	99.64	11.00	14.00	η
orion-90	star	TYC 764-2774-1	177.81	259.62	11.00	14.00	β
orion-90	star	TYC 2361-2820-1	670.57	19.83	11.00	14.00	ζ
orion-90	star	TYC 1878-1429-1	338.62	124.68	11.00	14.00	μ
orion-90	star	TYC 1310-2697-1	442.11	140.72	11.00	14.00	ζ
orion-90	star	TYC 5311-1285-1	677.61	477.65	10.00	14.00	γ
orion-90	star	TYC 1897-1639-1	291.84	95.59	9.00	14.00	ε
orion-90	star	TYC 6523-3722-1	246.48	581.62	16.00	14.00	ο²
orion-90	star	TYC 5913-1374-1	515.43	559.02	9.00	14.00	ε
orion-90	star	TYC 96-1462-1	554.76	276.86	18.00	14.00	π³
orion-90	star	TYC 5902-1721-1	499.19	498.43	11.00	14.00	μ
orion-90	star	TYC 6557-4522-1	137.13	604.58	10.00	14.00	ξ
orion-90	star	TYC 754-2356-1	281.95	217.57	10.00	14.00	ξ
orion-90	star	TYC 1877-1716-1	356.99	125.51	11.00	14.00	η
orion-90	star	TYC 662-1546-1	671.45	219.83	10.00	14.00	λ
orion-90	deep sky	Mel022	704.89	99.64	30.00	14.00	M 45
orion-90	deep sky	NGC 1976	450.00	394.64	30.00	14.00	M 42
orion-90	deep sky	NGC 2632	5.00	120.65	30.00	14.00	M 44
orion-90	constellation	Ari	845.38	47.71	36.00	15.00	ARIES
orion-90	constellation	Aur	446.19	25.22	48.00	15.00	AURIGA
orion-90	constellation	CMa	221.76	552.17	81.00	15.00	CANIS MAJOR
orion-90	constellation	CMi	116.34	269.19	81.00	15.00	CANIS MINOR
orion-90	constellation	Cae	485.55	687.74	51.00	15.00	CAELUM
orion-90	constellation	Cet	839.27	278.62	41.00	15.00	CETUS
orion-90	constellation	Cnc	-3.76	202.04	52.00	15.00	CANCER
orion-90	constellation	Col	370.05	678.93	60.00	15.00	COLUMBA
orion-90	constellation	Eri	666.74	505.34	62.00	15.00	ERIDANUS
orion-90	constellation	For	784.66	670.92	52.00	15.00	FORNAX
orion-90	constellation	Gem	211.59	98.09	45.00	15.00	GEMINI
orion-90	constellation	Lep	441.36	510.56	38.00	15.00	LEPUS
orion-90	constellation	Mon	179.89	351.07	79.00	15.00	MONOCEROS
orion-90	constellation	Ori	424.79	274.60	42.00	15.00	ORION
orion-90	constellation	Per	641.03	5.35	53.00	15.00	PERSEUS
orion-90	constellation	Pup	115.63	628.79	42.00	15.00	PUPPIS
orion-90	constellation	Pyx	-18.25	686.66	35.00	15.00	PYXIS
orion-90	constellation	Tau	591.96	190.06	50.00	15.00	TAURUS
orion-120	star	TYC 5949-2777-1	333.31	460.89	45.00	14.00	Sirius α
orion-120	star	TYC 3358-3141-1	477.35	12.36	54.00	14.00	Capella α
orion-120	star	TYC 5331-1752-1	485.55	399.46	40.00	14.00	Rigel β
orion-120	star	TYC 187-2184-1	234.28	305.03	59.00	14.00	Procyon α
orion-120	star	TYC 129-1873-1	416.69	292.92	72.00	14.00	Betelgeuse α
orion-120	star	TYC 1266-1416-1	549.59	228.75	70.00	14.00	Aldebaran α
orion-120	star	TYC 1920-2194-1	238.14	132.72	47.00	14.00	Pollux β
orion-120	star	TYC 6535-3619-1	316.81	551.73	51.00	14.00	Adhara ε
orion-120	star	TYC 1859-1470-1	464.61	144.74	47.00	14.00	Elnath β
orion-120	star	TYC 4766-2450-1	448.36	351.68	52.00	14.00	Alnilam ε
orion-120	star	TYC 6532-5001-1	298.65	534.11	47.00	14.00	Wezen δ
orion-120	star	TYC 2457-2407-1	260.47	105.56	51.00	14.00	Castor α
orion-120	star	TYC 5460-1592-1	18.68	421.17	58.00	14.00	Alphard α
orion-120	star	TYC 1758-2416-1	809.29	146.43	48.00	14.00	Hamal α
orion-120	star	TYC 1329-1746-1	345.27	228.90	50.00	14.00	Alhena γ
orion-120	star	TYC 5351-760-1	428.78	409.50	42.00	14.00	Saiph κ
orion-120	star	TYC 2286-1329-1	887.07	3.78	50.00	14.00	Mirach β
orion-120	star	TYC 2851-2168-1	669.87	26.43	42.00	14.00	Algol β
orion-120	star	TYC 58-1618-1	718.86	312.48	12.00	14.00	α
orion-120	star	TYC 5920-1685-1	453.97	465.71	12.00	14.00	α
orion-120	star	TYC 2418-1573-1	413.33	80.25	11.00	14.00	θ
orion-120	star	TYC 7064-1357-1	443.37	582.40	12.00	14.00	α
orion-120	star	TYC 1212-1935-1	838.31	164.28	11.00	14.00	β
orion-120	star	TYC 2391-1446-1	509.46	110.16	8.00	14.00	ι
orion-120	star	TYC 4759-1671-1	496.12	378.21	11.00	14.00	β
orion-120	star	TYC 6555-3245-1	194.21	531.17	11.00	14.00	ρ
orion-120	star	TYC 5928-1657-1	461.24	486.27	11.00	14.00	β
orion-120	star	TYC 764-2774-1	256.15	283.32	11.00	14.00	β
orion-120	star	TYC 2361-2820-1	609.67	111.28	11.00	14.00	ζ
orion-120	star	TYC 2868-1623-1	595.10	49.11	9.00	14.00	ε
orion-120	star	TYC 1878-1429-1	371.52	186.51	11.00	14.00	μ
orion-120	star	TYC 1310-2697-1	445.75	198.02	11.00	14.00	ζ
orion-120	star	TYC 5311-1285-1	614.71	439.74	10.00	14.00	γ
orion-120	star	TYC 7073-2426-1	378.56	554.98	11.00	14.00	ζ
orion-120	star	TYC 1897-1639-1	337.95	165.64	9.00	14.00	ε
orion-120	star	TYC 2317-1647-1	779.72	49.45	11.00	14.00	β
orion-120	star	TYC 6523-3722-1	305.40	514.34	16.00	14.00	ο²
orion-120	star	TYC 2907-1275-1	497.83	28.86	9.00	14.00	ε
orion-120	star	TYC 225-1116-1	85.68	293.91	11.00	14.00	ζ
orion-120	star	TYC 7069-1482-1	426.06	595.39	11.00	14.00	β
orion-120	star	TYC 2496-1728-1	80.86	39.08	12.00	14.00	α
orion-120	star	TYC 2899-2237-1	492.16	49.49	11.00	14.00	η
orion-120	star	TYC 5913-1374-1	498.33	498.12	9.00	14.00	ε
orion-120	star	TYC 7563-1016-1	686.23	659.13	16.00	14.00	θ¹
orion-120	star	TYC 96-1462-1	526.55	295.69	18.00	14.00	π³
orion-120	star	TYC 5902-1721-1	486.67	454.65	11.00	14.00	μ
orion-120	star	TYC 6557-4522-1	226.91	530.81	10.00	14.00	ξ
orion-120	star	TYC 754-2356-1	330.81	253.15	10.00	14.00	ξ
orion-120	star	TYC 1877-1716-1	384.64	187.10	11.00	14.00	η
orion-120	star	TYC 2847-1572-1	678.22	42.59	11.00	14.00	ρ
orion-120	star	TYC 662-1546-1	610.24	254.77	10.00	14.00	λ
orion-120	star	TYC 1763-3028-1	823.23	87.38	12.00	14.00	α
orion-120	star	TYC 224-1333-1	103.46	290.88	9.00	14.00	ε
orion-120	star	TYC 5855-2292-1	867.12	483.95	10.00	14.00	τ
orion-120	star	TYC 7092-2576-1	332.80	576.84	10.00	14.00	κ
orion-120	deep sky	NGC 224	914.02	-75.04	30.00	14.00	M 31
orion-120	deep sky	NGC 598	857.78	66.73	30.00	14.00	M 33
orion-120	deep sky	Mel022	633.71	168.55	30.00	14.00	M 45
orion-120	deep sky	NGC 1976	450.84	380.19	30.00	14.00	M 42
orion-120	deep sky	NGC 2632	131.58	183.62	30.00	14.00	M 44
orion-120	constellation	And	829.53	-5.64	81.00	15.00	ANDROMEDA
orion-120	constellation	Ant	9.93	663.05	46.00	15.00	ANTLIA
orion-120	constellation	Ari	765.87	140.60	36.00	15.00	ARIES
orion-120	constellation	Aur	432.03	56.63	48.00	15.00	AURIGA
orion-120	constellation	CMa	274.81	491.66	81.00	15.00	CANIS MAJOR
orion-120	constellation	CMi	199.18	288.63	81.00	15.00	CANIS MINOR
orion-120	constellation	Cae	495.39	620.78	51.00	15.00	CAELUM
orion-120	constellation	Car	337.91	670.62	48.00	15.00	CARINA
orion-120	constellation	Cet	774.61	356.62	41.00	15.00	CETUS
orion-120	constellation	Cnc	93.77	194.46	52.00	15.00	CANCER
orion-120	constellation	Col	384.88	595.49	60.00	15.00	COLUMBA
orion-120	constellation	Eri	601.41	498.64	62.00	15.00	ERIDANUS
orion-120	constellation	For	705.48	584.24	52.00	15.00	FORNAX
orion-120	constellation	Gem	272.59	165.88	45.00	15.00	GEMINI
orion-120	constellation	Hor	543.26	667.84	84.00	15.00	HOROLOGIUM
orion-120	constellation	Hya	37.01	327.69	45.00	15.00	HYDRA
orion-120	constellation	LMi	-6.64	-0.94	69.00	15.00	LEO MINOR
orion-120	constellation	Lep	438.43	461.80	38.00	15.00	LEPUS
orion-120	constellation	Lyn	110.86	1.70	34.00	15.00	LYNX
orion-120	constellation	Mon	245.05	347.38	79.00	15.00	MONOCEROS
orion-120	constellation	Ori	425.98	292.51	42.00	15.00	ORION
orion-120	constellation	Per	599.61	40.29	53.00	15.00	PERSEUS
orion-120	constellation	Psc	852.47	231.07	41.00	15.00	PISCES
orion-120	constellation	Pup	222.29	583.16	42.00	15.00	PUPPIS
orion-120	constellation	Pyx	142.85	619.54	35.00	15.00	PYXIS
orion-120	constellation	Tau	544.79	231.86	50.00	15.00	TAURUS
orion-120	constellation	Tri	750.17	64.19	81.00	15.00	TRIANGULUM
sagittarius-90	star	TYC 1058-3399-1	118.11	-1.81	44.00	14.00	Altair α
sagittarius-90	star	TYC 6803-2158-1	614.62	340.56	57.00	14.00	Antares α
sagittarius-90	star	TYC 7388-1093-1	475.32	430.23	48.00	14.00	Shaula λ
sagittarius-90	star	TYC 7401-3471-1	376.62	407.68	89.00	14.00	Kaus Australis ε
sagittarius-90	star	TYC 7892-7679-1	467.25	486.61	50.00	14.00	Sargas θ
sagittarius-90	star	TYC 7293-2215-1	875.15	538.04	59.00	14.00	Menkent θ
sagittarius-90	star	TYC 6868-1829-1	303.47	338.22	45.00	14.00	Nunki σ
sagittarius-90	star	TYC 7367-804-1	561.13	409.69	56.00	14.00	Larawag ε
sagittarius-90	star	TYC 6779-2194-1	684.33	315.03	67.00	14.00	Dschubba δ
sagittarius-90	star	TYC 8283-4134-1	752.72	606.48	37.00	14.00	Men α
sagittarius-90	star	TYC 7814-3706-1	790.52	563.07	11.00	14.00	η
sagittarius-90	star	TYC 7885-2065-1	458.07	448.40	38.00	14.00	Mula κ
sagittarius-90	star	TYC 6232-1333-1	532.89	228.82	42.00	14.00	Sabik η
sagittarius-90	star	TYC 8267-3545-1	825.72	653.04	11.00	14.00	ζ
sagittarius-90	star	TYC 5632-1042-1	615.34	184.80	11.00	14.00	ζ
sagittarius-90	star	TYC 5585-1014-1	816.56	204.41	11.00	14.00	β
sagittarius-90	star	TYC 6885-2837-1	293.11	374.91	11.00	14.00	ζ
sagittarius-90	star	TYC 6208-1623-1	677.80	285.43	16.00	14.00	β¹
sagittarius-90	star	TYC 363-1135-1	770.59	23.46	12.00	14.00	α
sagittarius-90	star	TYC 7832-2490-1	745.50	552.14	11.00	14.00	β
sagittarius-90	star	TYC 6856-2170-1	379.00	363.81	10.00	14.00	δ
sagittarius-90	star	TYC 5037-1068-1	679.19	121.95	10.00	14.00	δ
sagittarius-90	star	TYC 6155-1210-1	864.72	290.98	17.00	14.00	α²
sagittarius-90	star	TYC 423-1724-1	456.45	26.15	11.00	14.00	β
sagittarius-90	star	TYC 6807-1012-1	597.70	355.61	10.00	14.00	τ
sagittarius-90	star	TYC 8350-2600-1	474.35	553.78	12.00	14.00	α
sagittarius-90	star	TYC 6861-3180-1	360.79	323.13	10.00	14.00	λ
sagittarius-90	star	TYC 8732-2866-1	481.66	610.38	11.00	14.00	β
sagittarius-90	star	TYC 6783-2697-1	680.37	349.55	13.00	14.00	π
sagittarius-90	star	TYC 6295-282-1	263.54	292.35	13.00	14.00	π
sagittarius-90	star	TYC 7391-2710-1	410.41	367.52	15.00	14.00	γ²
sagittarius-90	star	TYC 7840-1432-1	687.99	507.32	10.00	14.00	γ
sagittarius-90	star	TYC 7868-1821-1	553.10	445.13	16.00	14.00	μ¹
sagittarius-90	star	TYC 5753-2281-1	81.75	266.49	11.00	14.00	β
sagittarius-90	star	TYC 8411-1822-1	170.59	598.24	12.00	14.00	α
sagittarius-90	star	TYC 8730-1439-1	518.76	618.64	11.00	14.00	ζ
sagittarius-90	star	TYC 7404-7057-1	390.70	429.26	11.00	14.00	η
sagittarius-90	star	TYC 7839-2803-1	714.63	511.28	10.00	14.00	δ
sagittarius-90	star	TYC 5161-2682-1	74.91	113.28	11.00	14.00	θ
sagittarius-90	star	TYC 5042-999-1	667.77	131.00	9.00	14.00	ε
sagittarius-90	star	TYC 6829-577-1	502.18	316.06	11.00	14.00	θ
sagittarius-90	star	TYC 5102-416-1	362.04	103.71	11.00	14.00	η
sagittarius-90	star	TYC 6752-1455-1	803.18	374.56	11.00	14.00	σ
sagittarius-90	star	TYC 6881-1777-1	280.12	355.30	10.00	14.00	τ
sagittarius-90	star	TYC 5678-956-1	418.85	169.62	10.00	14.00	ν
sagittarius-90	star	TYC 7847-2505-1	697.29	549.10	9.00	14.00	ε
sagittarius-90	star	TYC 469-6227-1	192.37	54.26	10.00	14.00	δ
sagittarius-90	star	TYC 7797-2744-1	873.23	609.06	10.00	14.00	ν
sagittarius-90	star	TYC 7851-1814-1	649.66	467.04	11.00	14.00	η
sagittarius-90	star	TYC 5136-2357-1	250.83	132.00	10.00	14.00	λ
sagittarius-90	star	TYC 8306-3362-1	682.95	626.98	11.00	14.00	ζ
sagittarius-90	star	TYC 8359-3650-1	382.27	519.42	12.00	14.00	α
sagittarius-90	deep sky	NGC 6523	412.81	309.98	23.00	14.00	M 8
sagittarius-90	deep sky	NGC 6611	373.53	210.48	30.00	14.00	M 16
sagittarius-90	constellation	Aql	125.61	51.95	46.00	15.00	AQUILA
sagittarius-90	constellation	Ara	476.68	606.96	28.00	15.00	ARA
sagittarius-90	constellation	Cap	6.38	317.14	86.00	15.00	CAPRICORNUS
sagittarius-90	constellation	Cen	797.17	585.31	74.00	15.00	CENTAURUS
sagittarius-90	constellation	Cir	608.43	686.90	57.00	15.00	CIRCINUS
sagittarius-90	constellation	CrA	254.96	471.10	117.00	15.00	CORONA AUSTRINA
sagittarius-90	constellation	Hya	837.49	418.56	45.00	15.00	HYDRA
sagittarius-90	constellation	Ind	147.39	641.04	39.00	15.00	INDUS
sagittarius-90	constellation	Lib	773.12	282.20	36.00	15.00	LIBRA
sagittarius-90	constellation	Lup	680.31	525.94	39.00	15.00	LUPUS
sagittarius-90	constellation	Mic	24.94	525.98	93.00	15.00	MICROSCOPIUM
sagittarius-90	constellation	Nor	574.20	546.15	48.00	15.00	NORMA
sagittarius-90	constellation	Oph	514.63	143.13	71.00	15.00	OPHIUCHUS
sagittarius-90	constellation	Pav	341.31	678.52	36.00	15.00	PAVO
sagittarius-90	constellation	Sco	536.84	397.22	59.00	15.00	SCORPIUS
sagittarius-90	constellation	Sct	294.49	166.22	52.00	15.00	SCUTUM
sagittarius-90	constellation	Ser	455.87	112.36	97.00	15.00	SERPENS CAPUT
sagittarius-90	constellation	Sgr	252.09	364.50	79.00	15.00	SAGITTARIUS
sagittarius-90	constellation	Tel	342.24	521.54	83.00	15.00	TELESCOPIUM
sagittarius-120	star	TYC 9007-5849-1	616.14	622.85	101.00	14.00	Rigil Kentaurus α¹
sagittarius-120	star	TYC 1472-1436-1	883.58	20.60	63.00	14.00	Arcturus α
sagittarius-120	star	TYC 9005-3919-1	646.40	641.76	46.00	14.00	Hadar β
sagittarius-120	star	TYC 1058-3399-1	213.53	95.76	44.00	14.00	Altair α
sagittarius-120	star	TYC 6803-2158-1	569.74	341.39	57.00	14.00	Antares α
sagittarius-120	star	TYC 7388-1093-1	469.74	405.73	48.00	14.00	Shaula λ
sagittarius-120	star	TYC 8438-1959-1	149.28	596.47	47.00	14.00	Alnair α
sagittarius-120	star	TYC 7401-3471-1	398.90	389.55	89.00	14.00	Kaus Australis ε
sagittarius-120	star	TYC 7892-7679-1	463.92	446.17	50.00	14.00	Sargas θ
sagittarius-120	star	TYC 9275-3641-1	493.67	638.84	41.00	14.00	Atria α
sagittarius-120	star	TYC 8785-1898-1	298.09	583.44	58.00	14.00	Peacock α
sagittarius-120	star	TYC 7293-2215-1	756.54	483.07	59.00	14.00	Menkent θ
sagittarius-120	star	TYC 6868-1829-1	346.39	339.71	45.00	14.00	Nunki σ
sagittarius-120	star	TYC 1000-2508-1	472.48	55.54	76.00	14.00	Rasalhague α
sagittarius-120	star	TYC 7367-804-1	531.23	390.99	56.00	14.00	Larawag ε
sagittarius-120	star	TYC 6779-2194-1	619.61	323.07	67.00	14.00	Dschubba δ
sagittarius-120	star	TYC 8283-4134-1	668.68	532.17	37.00	14.00	Men α
sagittarius-120	star	TYC 7814-3706-1	695.79	501.03	11.00	14.00	η
sagittarius-120	star	TYC 6232-1333-1	510.94	261.22	42.00	14.00	Sabik η
sagittarius-120	star	TYC 8267-3545-1	721.03	565.58	11.00	14.00	ζ
sagittarius-120	star	TYC 5632-1042-1	570.09	229.64	11.00	14.00	ζ
