id,ra1,dec1,ra2,dec2
Hya,146.717001,-24.577157,145.754353,-24.570551
Hya,145.754353,-24.570551,144.791757,-24.563786
Hya,144.791757,-24.563786,143.829216,-24.556862
Hya,143.829216,-24.556862,142.866730,-24.549782
Hya,142.866730,-24.549782,141.904300,-24.542548
Hya,141.904300,-24.542500,141.050706,-24.535956
Hya,141.050706,-24.535956,140.197159,-24.529294
Hya,140.197159,-24.529294,139.343658,-24.522515
Hya,139.343658,-24.522515,138.490205,-24.515621
Hya,138.490205,-24.515621,137.636800,-24.508613
Hya,137.636800,-24.508600,137.646720,-23.508641
Hya,137.646720,-23.508641,137.656491,-22.508682
Hya,137.656491,-22.508682,137.666122,-21.508722
Hya,137.666122,-21.508722,137.675621,-20.508761
Hya,137.675621,-20.508761,137.684996,-19.508800
Hya,137.685000,-19.508800,136.744642,-19.500948
Hya,136.744642,-19.500948,135.804331,-19.492961
Hya,135.804331,-19.492961,134.864068,-19.484842
Hya,134.864068,-19.484842,133.923854,-19.476593
Hya,133.923854,-19.476593,132.983690,-19.468217
Hya,132.983690,-19.468217,132.043576,-19.459714
Hya,132.043576,-19.459714,131.103512,-19.451089
Hya,131.103512,-19.451089,130.163501,-19.442343
Hya,130.163500,-19.442400,130.173971,-18.442450
Hya,130.173971,-18.442450,130.184321,-17.442500
Hya,130.184300,-17.442500,129.369947,-17.434827
Hya,129.369947,-17.434827,128.555629,-17.427066
Hya,128.555629,-17.427066,127.741346,-17.419219
Hya,127.741346,-17.419219,126.927100,-17.411288
Hya,126.927100,-17.411300,126.936275,-16.554201
Hya,126.936275,-16.554201,126.945369,-15.697102
Hya,126.945369,-15.697102,126.954387,-14.840002
Hya,126.954387,-14.840002,126.963334,-13.982902
Hya,126.963334,-13.982902,126.972214,-13.125802
Hya,126.972214,-13.125802,126.981033,-12.268701
Hya,126.981033,-12.268701,126.989794,-11.411600
Hya,126.989800,-11.411600,126.138627,-11.403221
Hya,126.138627,-11.403221,125.287480,-11.394752
Hya,125.287480,-11.394752,124.436360,-11.386197
Hya,124.436360,-11.386197,123.585266,-11.377557
Hya,123.585266,-11.377557,122.734200,-11.368834
Hya,122.734200,-11.368800,122.744877,-10.368856
Hya,122.744877,-10.368856,122.755486,-9.368911
Hya,122.755486,-9.368911,122.766034,-8.368966
Hya,122.766034,-8.368966,122.776528,-7.369021
Hya,122.776528,-7.369021,122.786975,-6.369076
Hya,122.786975,-6.369076,122.797382,-5.369130
Hya,122.797382,-5.369130,122.807754,-4.369184
Hya,122.807754,-4.369184,122.818098,-3.369239
Hya,122.818098,-3.369239,122.828422,-2.369293
Hya,122.828422,-2.369293,122.838730,-1.369346
Hya,122.838730,-1.369346,122.849030,-0.369400
Hyi,68.794000,-67.247900,68.728296,-68.080863
Hyi,68.728296,-68.080863,68.657666,-68.913797
Hyi,68.657666,-68.913797,68.581502,-69.746700
Hyi,68.581500,-69.746700,68.499087,-70.579573
Hyi,68.499087,-70.579573,68.409586,-71.412405
Hyi,68.409586,-71.412405,68.311998,-72.245192
Hyi,68.311998,-72.245192,68.205128,-73.077926
Hyi,68.205128,-73.077926,68.087535,-73.910598
Hyi,68.087535,-73.910598,67.957463,-74.743200
Hyi,67.957500,-74.743200,67.018534,-74.732535
Hyi,67.018534,-74.732535,66.080193,-74.721947
Hyi,66.080193,-74.721947,65.142471,-74.711439
Hyi,65.142471,-74.711439,64.205363,-74.701013
Hyi,64.205363,-74.701013,63.268861,-74.690672
Hyi,63.268861,-74.690672,62.332961,-74.680418
Hyi,62.332961,-74.680418,61.397655,-74.670255
Hyi,61.397655,-74.670255,60.462937,-74.660185
Hyi,60.462937,-74.660185,59.528800,-74.650211
Hyi,59.528800,-74.650211,58.595237,-74.640335
Hyi,58.595237,-74.640335,57.662242,-74.630559
Hyi,57.662242,-74.630559,56.729808,-74.620887
Hyi,56.729808,-74.620887,55.797927,-74.611321
Hyi,55.797927,-74.611321,54.866592,-74.601863
Hyi,54.866592,-74.601863,53.935796,-74.592516
Hyi,53.935796,-74.592516,53.005532,-74.583282
Hyi,53.005532,-74.583282,52.075791,-74.574164
Hyi,52.075800,-74.574100,51.938586,-75.510940
Hyi,51.938586,-75.510940,51.782833,-76.447690
Hyi,51.782833,-76.447690,51.604414,-77.384330
Hyi,51.604414,-77.384330,51.397878,-78.320832
Hyi,51.397878,-78.320832,51.155875,-79.257161
Hyi,51.155875,-79.257161,50.868254,-80.193268
Hyi,50.868254,-80.193268,50.520589,-81.129082
Hyi,50.520589,-81.129082,50.091667,-82.064500
Hyi,50.091700,-82.064500,49.158013,-82.055442
Hyi,49.158013,-82.055442,48.225309,-82.046514
Hyi,48.225309,-82.046514,47.293572,-82.037719
Hyi,47.293572,-82.037719,46.362783,-82.029058
Hyi,46.362783,-82.029058,45.432925,-82.020535
Hyi,45.432925,-82.020535,44.503979,-82.012150
Hyi,44.503979,-82.012150,43.575929,-82.003906
Hyi,43.575929,-82.003906,42.648755,-81.995805
Hyi,42.648755,-81.995805,41.722440,-81.987849
Hyi,41.722440,-81.987849,40.796966,-81.980040
Hyi,40.796966,-81.980040,39.872314,-81.972380
Hyi,39.872314,-81.972380,38.948466,-81.964870
Hyi,38.948466,-81.964870,38.025404,-81.957513
Hyi,38.025404,-81.957513,37.103110,-81.950311
Hyi,37.103110,-81.950311,36.181564,-81.943264
Hyi,36.181564,-81.943264,35.260750,-81.936375
Hyi,35.260750,-81.936375,34.340647,-81.929646
Hyi,34.340647,-81.929646,33.421239,-81.923078
Hyi,33.421239,-81.923078,32.502505,-81.916672
Hyi,32.502505,-81.916672,31.584428,-81.910430
Hyi,31.584428,-81.910430,30.666989,-81.904354
Hyi,30.666989,-81.904354,29.750169,-81.898445
Hyi,29.750169,-81.898445,28.833950,-81.892704
Hyi,28.833950,-81.892704,27.918313,-81.887134
Hyi,27.918313,-81.887134,27.003240,-81.881734
Hyi,27.003240,-81.881734,26.088710,-81.876507
Hyi,26.088710,-81.876507,25.174707,-81.871453
Hyi,25.174707,-81.871453,24.261210,-81.866574
Hyi,24.261210,-81.866574,23.348202,-81.861871
Hyi,23.348202,-81.861871,22.435663,-81.857345
Hyi,22.435663,-81.857345,21.523575,-81.852998
Hyi,21.523575,-81.852998,20.611919,-81.848829
Hyi,20.611919,-81.848829,19.700675,-81.844841
Hyi,19.700675,-81.844841,18.789826,-81.841033
Hyi,18.789826,-81.841033,17.879351,-81.837408
Hyi,17.879351,-81.837408,16.969233,-81.833965
Hyi,16.969233,-81.833965,16.059453,-81.830706
Hyi,16.059453,-81.830706,15.149990,-81.827631
Hyi,15.149990,-81.827631,14.240828,-81.824741
Hyi,14.240828,-81.824741,13.331946,-81.822037
Hyi,13.331946,-81.822037,12.423325,-81.819519
Hyi,12.423325,-81.819519,11.514948,-81.817188
Hyi,11.514948,-81.817188,10.606794,-81.815044
Hyi,10.606794,-81.815044,9.698845,-81.813089
Hyi,9.698845,-81.813089,8.791082,-81.811322
Hyi,8.791082,-81.811322,7.883487,-81.809743
Hyi,7.883487,-81.809743,6.976039,-81.808354
Hyi,6.976039,-81.808354,6.068720,-81.807154
Hyi,6.068720,-81.807154,5.161512,-81.806144
Hyi,5.161512,-81.806144,4.254394,-81.805324
Hyi,4.254394,-81.805324,3.347349,-81.804694
Hyi,3.347349,-81.804694,2.440358,-81.804255
Hyi,2.440358,-81.804255,1.533400,-81.804006
Hyi,1.533400,-81.804000,1.540430,-80.866500
Hyi,1.540430,-80.866500,1.546161,-79.929000
Hyi,1.546161,-79.929000,1.550925,-78.991500
Hyi,1.550925,-78.991500,1.554950,-78.054000
Hyi,1.554950,-78.054000,1.558396,-77.116500
Hyi,1.558396,-77.116500,1.561383,-76.179000
Hyi,1.561383,-76.179000,1.563997,-75.241500
Hyi,1.563997,-75.241500,1.566305,-74.304000
Hyi,1.566300,-74.304000,2.463206,-74.304241
Hyi,2.463206,-74.304241,3.360129,-74.304661
Hyi,3.360129,-74.304661,4.257079,-74.305259
Hyi,4.257079,-74.305259,5.154066,-74.306034
Hyi,5.154066,-74.306034,6.051098,-74.306988
Hyi,6.051098,-74.306988,6.948186,-74.308119
Hyi,6.948186,-74.308119,7.845338,-74.309427
Hyi,7.845338,-74.309427,8.742565,-74.310912
Hyi,8.742565,-74.310912,9.639875,-74.312574
Hyi,9.639875,-74.312574,10.537278,-74.314412
Hyi,10.537278,-74.314412,11.434783,-74.316426
Hyi,11.434783,-74.316426,12.332399,-74.318616
Hyi,12.332400,-74.318600,12.295379,-75.318500
Hyi,12.295400,-75.318500,13.223445,-75.320947
Hyi,13.223445,-75.320947,14.151640,-75.323582
Hyi,14.151640,-75.323582,15.079994,-75.326402
Hyi,15.079994,-75.326402,16.008520,-75.329408
Hyi,16.008520,-75.329408,16.937228,-75.332599
Hyi,16.937228,-75.332599,17.866129,-75.335973
Hyi,17.866129,-75.335973,18.795234,-75.339531
Hyi,18.795234,-75.339531,19.724554,-75.343271
Hyi,19.724554,-75.343271,20.654101,-75.347192
Hyi,20.654100,-75.347200,20.715659,-74.375111
Hyi,20.715659,-74.375111,20.770176,-73.403007
Hyi,20.770176,-73.403007,20.818820,-72.430890
Hyi,20.818820,-72.430890,20.862516,-71.458763
Hyi,20.862516,-71.458763,20.902003,-70.486626
Hyi,20.902003,-70.486626,20.937881,-69.514482
Hyi,20.937881,-69.514482,20.970642,-68.542331
Hyi,20.970642,-68.542331,21.000691,-67.570174
Hyi,21.000691,-67.570174,21.028367,-66.598012
Hyi,21.028367,-66.598012,21.053955,-65.625845
Hyi,21.053955,-65.625845,21.077695,-64.653675
Hyi,21.077695,-64.653675,21.099793,-63.681501
Hyi,21.099793,-63.681501,21.120425,-62.709324
Hyi,21.120425,-62.709324,21.139744,-61.737144
Hyi,21.139744,-61.737144,21.157879,-60.764961
Hyi,21.157879,-60.764961,21.174948,-59.792776
Hyi,21.174948,-59.792776,21.191050,-58.820589
Hyi,21.191050,-58.820589,21.206273,-57.848400
Hyi,21.206200,-57.848400,22.150310,-57.852563
Hyi,22.150310,-57.852563,23.094528,-57.856905
Hyi,23.094528,-57.856905,24.038859,-57.861426
Hyi,24.038859,-57.861426,24.983308,-57.866123
Hyi,24.983308,-57.866123,25.927880,-57.870996
Hyi,25.927880,-57.870996,26.872579,-57.876043
Hyi,26.872579,-57.876043,27.817409,-57.881264
Hyi,27.817409,-57.881264,28.762375,-57.886656
Hyi,28.762375,-57.886656,29.707482,-57.892218
Hyi,29.707482,-57.892218,30.652734,-57.897949
Hyi,30.652734,-57.897949,31.598134,-57.903847
Hyi,31.598134,-57.903847,32.543689,-57.909910
Hyi,32.543689,-57.909910,33.489401,-57.916138
Hyi,33.489400,-57.916200,33.465079,-58.916114
Hyi,33.465079,-58.916114,33.439307,-59.916023
Hyi,33.439307,-59.916023,33.411935,-60.915927
Hyi,33.411935,-60.915927,33.382789,-61.915825
Hyi,33.382789,-61.915825,33.351671,-62.915717
Hyi,33.351671,-62.915717,33.318355,-63.915601
Hyi,33.318355,-63.915601,33.282576,-64.915477
Hyi,33.282576,-64.915477,33.244025,-65.915343
Hyi,33.244025,-65.915343,33.202341,-66.915200
Hyi,33.202400,-66.915200,34.147879,-66.921588
Hyi,34.147879,-66.921588,35.093602,-66.928139
Hyi,35.093602,-66.928139,36.039574,-66.934850
Hyi,36.039574,-66.934850,36.985802,-66.941719
Hyi,36.985802,-66.941719,37.932292,-66.948746
Hyi,37.932292,-66.948746,38.879050,-66.955928
Hyi,38.879050,-66.955928,39.826083,-66.963262
Hyi,39.826083,-66.963262,40.773396,-66.970748
Hyi,40.773396,-66.970748,41.720995,-66.978383
Hyi,41.720995,-66.978383,42.668887,-66.986165
Hyi,42.668887,-66.986165,43.617077,-66.994092
Hyi,43.617077,-66.994092,44.565571,-67.002162
Hyi,44.565571,-67.002162,45.514374,-67.010373
Hyi,45.514374,-67.010373,46.463493,-67.018722
Hyi,46.463493,-67.018722,47.412932,-67.027208
Hyi,47.412932,-67.027208,48.362698,-67.035828
Hyi,48.362700,-67.035800,49.331775,-67.044727
Hyi,49.331775,-67.044727,50.301202,-67.053789
Hyi,50.301202,-67.053789,51.270985,-67.062983
Hyi,51.270985,-67.062983,52.241131,-67.072306
Hyi,52.241131,-67.072306,53.211644,-67.081755
Hyi,53.211644,-67.081755,54.182530,-67.091329
Hyi,54.182530,-67.091329,55.153795,-67.101024
Hyi,55.153795,-67.101024,56.125443,-67.110838
Hyi,56.125443,-67.110838,57.097481,-67.120768
Hyi,57.097481,-67.120768,58.069912,-67.130810
Hyi,58.069912,-67.130810,59.042742,-67.140963
Hyi,59.042742,-67.140963,60.015976,-67.151223
Hyi,60.015976,-67.151223,60.989618,-67.161588
Hyi,60.989618,-67.161588,61.963673,-67.172053
Hyi,61.963673,-67.172053,62.938146,-67.182618
Hyi,62.938146,-67.182618,63.913041,-67.193278
Hyi,63.913041,-67.193278,64.888363,-67.204030
Hyi,64.888363,-67.204030,65.864116,-67.214871
Hyi,65.864116,-67.214871,66.840304,-67.225799
Hyi,66.840304,-67.225799,67.816930,-67.236810
Hyi,67.816930,-67.236810,68.794000,-67.247900
Ind,323.184800,-74.454500,324.149914,-74.447166
Ind,324.149914,-74.447166,325.114607,-74.439997
Ind,325.114607,-74.439997,326.078888,-74.432993
Ind,326.078888,-74.432993,327.042769,-74.426157
Ind,327.042769,-74.426157,328.006258,-74.419492
Ind,328.006258,-74.419492,328.969366,-74.412998
Ind,328.969366,-74.412998,329.932105,-74.406677
Ind,329.932105,-74.406677,330.894484,-74.400532
Ind,330.894484,-74.400532,331.856515,-74.394563
Ind,331.856515,-74.394563,332.818206,-74.388773
Ind,332.818206,-74.388773,333.779571,-74.383164
Ind,333.779571,-74.383164,334.740618,-74.377735
Ind,334.740618,-74.377735,335.701360,-74.372490
Ind,335.701360,-74.372490,336.661806,-74.367429
Ind,336.661806,-74.367429,337.621967,-74.362554
Ind,337.621967,-74.362554,338.581856,-74.357866
Ind,338.581856,-74.357866,339.541482,-74.353366
Ind,339.541482,-74.353366,340.500856,-74.349056
Ind,340.500856,-74.349056,341.459990,-74.344937
Ind,341.459990,-74.344937,342.418895,-74.341009
Ind,342.418895,-74.341009,343.377582,-74.337275
Ind,343.377582,-74.337275,344.336062,-74.333734
Ind,344.336062,-74.333734,345.294346,-74.330389
Ind,345.294346,-74.330389,346.252446,-74.327239
Ind,346.252446,-74.327239,347.210372,-74.324286
Ind,347.210372,-74.324286,348.168136,-74.321530
Ind,348.168136,-74.321530,349.125750,-74.318972
Ind,349.125750,-74.318972,350.083224,-74.316613
Ind,350.083224,-74.316613,351.040570,-74.314454
Ind,351.040570,-74.314454,351.997800,-74.312494
Ind,351.997800,-74.312500,351.974263,-73.375019
Ind,351.974263,-73.375019,351.953171,-72.437535
Ind,351.953171,-72.437535,351.934153,-71.500050
Ind,351.934153,-71.500050,351.916909,-70.562562
Ind,351.916909,-70.562562,351.901193,-69.625074
Ind,351.901193,-69.625074,351.886804,-68.687583
Ind,351.886804,-68.687583,351.873573,-67.750092
Ind,351.873573,-67.750092,351.861359,-66.812600
Ind,351.861400,-66.812600,350.889458,-66.814589
Ind,350.889458,-66.814589,349.917436,-66.816782
Ind,349.917436,-66.816782,348.945327,-66.819177
Ind,348.945327,-66.819177,347.973122,-66.821773
Ind,347.973122,-66.821773,347.000813,-66.824571
Ind,347.000813,-66.824571,346.028394,-66.827569
Ind,346.028394,-66.827569,345.055856,-66.830766
Ind,345.055856,-66.830766,344.083191,-66.834162
Ind,344.083191,-66.834162,343.110393,-66.837755
Ind,343.110393,-66.837755,342.137452,-66.841545
Ind,342.137452,-66.841545,341.164363,-66.845530
Ind,341.164363,-66.845530,340.191116,-66.849710
Ind,340.191116,-66.849710,339.217705,-66.854082
Ind,339.217705,-66.854082,338.244123,-66.858647
Ind,338.244123,-66.858647,337.270360,-66.863402
Ind,337.270360,-66.863402,336.296411,-66.868347
Ind,336.296411,-66.868347,335.322268,-66.873480
Ind,335.322268,-66.873480,334.347923,-66.878799
Ind,334.347923,-66.878799,333.373370,-66.884303
Ind,333.373370,-66.884303,332.398600,-66.889990
Ind,332.398600,-66.890000,332.363253,-65.935555
Ind,332.363253,-65.935555,332.330448,-64.981103
Ind,332.330448,-64.981103,332.299904,-64.026644
Ind,332.299904,-64.026644,332.271380,-63.072179
Ind,332.271380,-63.072179,332.244668,-62.117709
Ind,332.244668,-62.117709,332.219587,-61.163234
Ind,332.219587,-61.163234,332.195979,-60.208754
Ind,332.195979,-60.208754,332.173707,-59.254271
Ind,332.173707,-59.254271,332.152648,-58.299783
Ind,332.152648,-58.299783,332.132695,-57.345293
Ind,332.132695,-57.345293,332.113754,-56.390800
Ind,332.113700,-56.390800,332.094849,-55.390864
Ind,332.094849,-55.390864,332.076928,-54.390926
Ind,332.076928,-54.390926,332.059860,-53.390985
Ind,332.059860,-53.390985,332.043575,-52.391042
Ind,332.043575,-52.391042,332.028012,-51.391096
Ind,332.028012,-51.391096,332.013115,-50.391149
Ind,332.013115,-50.391149,331.998833,-49.391200
Ind,331.998800,-49.391200,331.011237,-49.397145
Ind,331.011237,-49.397145,330.023556,-49.403271
Ind,330.023556,-49.403271,329.035752,-49.409577
Ind,329.035752,-49.409577,328.047822,-49.416061
Ind,328.047822,-49.416061,327.059763,-49.422722
Ind,327.059763,-49.422722,326.071570,-49.429556
Ind,326.071570,-49.429556,325.083241,-49.436563
Ind,325.083241,-49.436563,324.094772,-49.443740
Ind,324.094772,-49.443740,323.106159,-49.451086
Ind,323.106159,-49.451086,322.117400,-49.458596
Ind,322.117400,-49.458600,322.101337,-48.558664
Ind,322.101337,-48.558664,322.085836,-47.658726
Ind,322.085836,-47.658726,322.070860,-46.758786
Ind,322.070860,-46.758786,322.056376,-45.858843
Ind,322.056376,-45.858843,322.042354,-44.958900
Ind,322.042300,-44.958900,321.051770,-44.966587
Ind,321.051770,-44.966587,320.061108,-44.974436
Ind,320.061108,-44.974436,319.070312,-44.982444
Ind,319.070312,-44.982444,318.079379,-44.990608
Ind,318.079379,-44.990608,317.088306,-44.998927
Ind,317.088306,-44.998927,316.097090,-45.007398
Ind,316.097090,-45.007398,315.105729,-45.016018
Ind,315.105729,-45.016018,314.114220,-45.024785
Ind,314.114220,-45.024785,313.122560,-45.033697
Ind,313.122560,-45.033697,312.130747,-45.042749
Ind,312.130747,-45.042749,311.138779,-45.051941
Ind,311.138779,-45.051941,310.146653,-45.061269
Ind,310.146653,-45.061269,309.154366,-45.070731
Ind,309.154366,-45.070731,308.161916,-45.080322
Ind,308.161916,-45.080322,307.169301,-45.090042
Ind,307.169300,-45.090000,307.188570,-46.048241
Ind,307.188570,-46.048241,307.208521,-47.006478
Ind,307.208521,-47.006478,307.229201,-47.964711
Ind,307.229201,-47.964711,307.250663,-48.922941
Ind,307.250663,-48.922941,307.272965,-49.881167
Ind,307.272965,-49.881167,307.296169,-50.839388
Ind,307.296169,-50.839388,307.320347,-51.797604
Ind,307.320347,-51.797604,307.345575,-52.755816
Ind,307.345575,-52.755816,307.371938,-53.714021
Ind,307.371938,-53.714021,307.399530,-54.672221
Ind,307.399530,-54.672221,307.428455,-55.630414
Ind,307.428455,-55.630414,307.458831,-56.588600
Ind,307.458800,-56.588600,307.483668,-57.338483
Ind,307.483668,-57.338483,307.509572,-58.088361
Ind,307.509572,-58.088361,307.536589,-58.838233
Ind,307.536589,-58.838233,307.564801,-59.588100
Ind,307.564800,-59.588100,308.490500,-59.579031
Ind,308.490500,-59.579031,309.415956,-59.570075
Ind,309.415956,-59.570075,310.341172,-59.561233
Ind,310.341172,-59.561233,311.266151,-59.552509
Ind,311.266151,-59.552509,312.190896,-59.543904
Ind,312.190896,-59.543904,313.115411,-59.535420
Ind,313.115411,-59.535420,314.039699,-59.527060
Ind,314.039699,-59.527060,314.963765,-59.518826
Ind,314.963765,-59.518826,315.887611,-59.510720
Ind,315.887611,-59.510720,316.811241,-59.502744
Ind,316.811241,-59.502744,317.734659,-59.494900
Ind,317.734659,-59.494900,318.657869,-59.487190
Ind,318.657869,-59.487190,319.580874,-59.479616
Ind,319.580874,-59.479616,320.503678,-59.472180
Ind,320.503678,-59.472180,321.426286,-59.464884
Ind,321.426286,-59.464884,322.348701,-59.457730
Ind,322.348700,-59.457700,322.377373,-60.395091
Ind,322.377373,-60.395091,322.407746,-61.332475
Ind,322.407746,-61.332475,322.439993,-62.269851
Ind,322.439993,-62.269851,322.474311,-63.207220
Ind,322.474311,-63.207220,322.510928,-64.144580
Ind,322.510928,-64.144580,322.550104,-65.081931
Ind,322.550104,-65.081931,322.592141,-66.019270
Ind,322.592141,-66.019270,322.637387,-66.956597
Ind,322.637387,-66.956597,322.686253,-67.893910
Ind,322.686253,-67.893910,322.739221,-68.831207
Ind,322.739221,-68.831207,322.796862,-69.768486
Ind,322.796862,-69.768486,322.859859,-70.705745
Ind,322.859859,-70.705745,322.929031,-71.642980
Ind,322.929031,-71.642980,323.005377,-72.580188
Ind,323.005377,-72.580188,323.090123,-73.517363
Ind,323.090123,-73.517363,323.184787,-74.454500
Lac,329.461000,36.595400,329.451455,37.564116
Lac,329.451455,37.564116,329.441659,38.532831
Lac,329.441659,38.532831,329.431595,39.501545
Lac,329.431595,39.501545,329.421247,40.470258
Lac,329.421247,40.470258,329.410595,41.438970
Lac,329.410595,41.438970,329.399621,42.407681
Lac,329.399621,42.407681,329.388303,43.376391
Lac,329.388303,43.376391,329.376617,44.345100
Lac,329.376600,44.345100,329.881601,44.348244
Lac,329.881600,44.348300,329.878566,44.598300
Lac,329.878600,44.598300,330.762699,44.603693
Lac,330.762700,44.603600,330.750958,45.575795
Lac,330.750958,45.575795,330.738802,46.547988
Lac,330.738802,46.547988,330.726203,47.520181
Lac,330.726203,47.520181,330.713128,48.492372
Lac,330.713128,48.492372,330.699542,49.464561
Lac,330.699542,49.464561,330.685406,50.436749
Lac,330.685406,50.436749,330.670676,51.408934
Lac,330.670676,51.408934,330.655307,52.381118
Lac,330.655307,52.381118,330.639246,53.353300
Lac,330.639200,53.353300,331.484267,53.358322
Lac,331.484267,53.358322,332.329434,53.363213
Lac,332.329434,53.363213,333.174699,53.367974
Lac,333.174700,53.367900,333.162791,54.117868
Lac,333.162791,54.117868,333.150444,54.867835
Lac,333.150444,54.867835,333.137628,55.617800
Lac,333.137600,55.617800,334.068713,55.622890
Lac,334.068713,55.622890,334.999948,55.627819
Lac,334.999948,55.627819,335.931300,55.632584
Lac,335.931300,55.632600,335.921277,56.257600
Lac,335.921277,56.257600,335.910921,56.882600
Lac,335.910900,56.882600,336.843044,56.887205
Lac,336.843044,56.887205,337.775304,56.891644
Lac,337.775304,56.891644,338.707675,56.895916
Lac,338.707675,56.895916,339.640153,56.900020
Lac,339.640153,56.900020,340.572734,56.903956
Lac,340.572734,56.903956,341.505414,56.907721
Lac,341.505414,56.907721,342.438188,56.911315
Lac,342.438188,56.911315,343.371051,56.914737
Lac,343.371051,56.914737,344.304000,56.917986
Lac,344.304000,56.918000,344.314405,55.980501
Lac,344.314405,55.980501,344.324317,55.043001
Lac,344.324317,55.043001,344.333776,54.105501
Lac,344.333776,54.105501,344.342816,53.168000
Lac,344.342900,53.168000,344.351643,52.220646
Lac,344.351643,52.220646,344.360020,51.273291
Lac,344.360020,51.273291,344.368060,50.325936
Lac,344.368060,50.325936,344.375784,49.378581
Lac,344.375784,49.378581,344.383217,48.431224
Lac,344.383217,48.431224,344.390378,47.483868
Lac,344.390378,47.483868,344.397284,46.536511
Lac,344.397284,46.536511,344.403954,45.589153
Lac,344.403954,45.589153,344.410403,44.641795
Lac,344.410403,44.641795,344.416644,43.694437
Lac,344.416644,43.694437,344.422691,42.747078
Lac,344.422691,42.747078,344.428556,41.799719
Lac,344.428556,41.799719,344.434250,40.852360
Lac,344.434250,40.852360,344.439784,39.905001
Lac,344.439784,39.905001,344.445167,38.957641
Lac,344.445167,38.957641,344.450407,38.010281
Lac,344.450407,38.010281,344.455514,37.062921
Lac,344.455514,37.062921,344.460495,36.115561
Lac,344.460495,36.115561,344.465357,35.168200
Lac,344.465300,35.168200,343.709200,35.165580
Lac,343.709200,35.165600,343.706534,35.665600
Lac,343.706500,35.665600,342.756432,35.662144
Lac,342.756432,35.662144,341.806407,35.658508
Lac,341.806407,35.658508,340.856428,35.654693
Lac,340.856428,35.654693,339.906496,35.650699
Lac,339.906496,35.650699,338.956614,35.646527
Lac,338.956614,35.646527,338.006784,35.642180
Lac,338.006784,35.642180,337.057008,35.637658
Lac,337.057008,35.637658,336.107288,35.632962
Lac,336.107288,35.632962,335.157626,35.628093
Lac,335.157626,35.628093,334.208024,35.623054
Lac,334.208024,35.623054,333.258484,35.617844
Lac,333.258484,35.617844,332.309009,35.612467
Lac,332.309009,35.612467,331.359600,35.606923
Lac,331.359600,35.606900,331.355088,36.106900
Lac,331.355088,36.106900,331.350519,36.606900
Lac,331.350500,36.606900,330.405714,36.601218
Lac,330.405714,36.601218,329.461000,36.595375
Leo,162.849700,-0.662200,162.853444,0.337786
Leo,162.853444,0.337786,162.857189,1.337771
Leo,162.857189,1.337771,162.860937,2.337757
Leo,162.860937,2.337757,162.864690,3.337743
Leo,162.864690,3.337743,162.868451,4.337729
Leo,162.868451,4.337729,162.872222,5.337714
Leo,162.872222,5.337714,162.876006,6.337700
Leo,162.876000,6.337700,161.905092,6.341430
Leo,161.905092,6.341430,160.934177,6.345350
Leo,160.934177,6.345350,159.963256,6.349458
Leo,159.963256,6.349458,158.992327,6.353752
Leo,158.992327,6.353752,158.021391,6.358233
Leo,158.021391,6.358233,157.050447,6.362898
Leo,157.050447,6.362898,156.079495,6.367747
Leo,156.079495,6.367747,155.108535,6.372777
Leo,155.108535,6.372777,154.137566,6.377988
Leo,154.137566,6.377988,153.166588,6.383377
Leo,153.166588,6.383377,152.195601,6.388944
Leo,152.195601,6.388944,151.224604,6.394686
Leo,151.224604,6.394686,150.253596,6.400603
Leo,150.253596,6.400603,149.282579,6.406692
Leo,149.282579,6.406692,148.311551,6.412952
Leo,148.311551,6.412952,147.340512,6.419380
Leo,147.340512,6.419380,146.369461,6.425976
Leo,146.369461,6.425976,145.398400,6.432736
Leo,145.398400,6.432800,144.399607,6.439924
Leo,144.399607,6.439924,143.400800,6.447218
Leo,143.400800,6.447218,142.401981,6.454681
Leo,142.401981,6.454681,141.403147,6.462309
Leo,141.403147,6.462309,140.404300,6.470101
Leo,140.404300,6.470100,140.412151,7.451549
Leo,140.412151,7.451549,140.420038,8.432997
Leo,140.420038,8.432997,140.427965,9.414446
Leo,140.427965,9.414446,140.435937,10.395894
Leo,140.435937,10.395894,140.443960,11.377342
Leo,140.443960,11.377342,140.452037,12.358790
Leo,140.452037,12.358790,140.460176,13.340238
Leo,140.460176,13.340238,140.468381,14.321685
Leo,140.468381,14.321685,140.476658,15.303132
Leo,140.476658,15.303132,140.485013,16.284579
Leo,140.485013,16.284579,140.493453,17.266026
Leo,140.493453,17.266026,140.501982,18.247472
Leo,140.501982,18.247472,140.510609,19.228917
Leo,140.510609,19.228917,140.519339,20.210363
Leo,140.519339,20.210363,140.528180,21.191808
Leo,140.528180,21.191808,140.537139,22.173252
Leo,140.537139,22.173252,140.546224,23.154696
Leo,140.546224,23.154696,140.555443,24.136139
Leo,140.555443,24.136139,140.564805,25.117582
Leo,140.564805,25.117582,140.574319,26.099024
Leo,140.574319,26.099024,140.583993,27.080466
Leo,140.583993,27.080466,140.593839,28.061907
Leo,140.593839,28.061907,140.603866,29.043347
Leo,140.603866,29.043347,140.614086,30.024787
Leo,140.614086,30.024787,140.624510,31.006225
Leo,140.624510,31.006225,140.635150,31.987663
Leo,140.635150,31.987663,140.646021,32.969100
Leo,140.646000,32.969100,141.590164,32.961731
Leo,141.590164,32.961731,142.534252,32.954508
